('Total Revenue', '408,625,000', '391,035,000', '383,285,000', '394,328,000', '365,817,000')
         876947 function calls (852433 primitive calls) in 2.970 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _writers.py:36(write_request)
        1    0.000    0.000    0.000    0.000 from_thread.py:429(BlockingPortalProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:439(SAXTreeBuilder)
        2    0.000    0.000    0.000    0.000 inspect.py:384(_has_code_flag)
       22    0.000    0.000    0.000    0.000 inspect.py:371(isfunction)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.000    0.000 _tasks.py:20(CancelScope)
        2    0.000    0.000    0.000    0.000 _decoders.py:233(__init__)
        1    0.000    0.000    0.000    0.000 client.py:252(HTTPResponse)
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       43    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        5    0.000    0.000    0.000    0.000 element.py:90(__getattr__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1611(_BaseV6)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
       12    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 http11.py:43(AsyncHTTP11Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:159(TreeBuilder)
        1    0.000    0.000    0.000    0.000 types.py:275(coroutine)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
       59    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 _synchronization.py:200(LockAdapter)
        1    0.000    0.000    0.000    0.000 errors.py:97(NonPrintableDefect)
        6    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       62    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 _typedattr.py:36(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 parse.py:1074(unwrap)
        5    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        1    0.000    0.000    0.000    0.000 cp1252.py:33(getregentry)
        1    0.000    0.000    0.000    0.000 http11.py:43(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
       78    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 css_match.py:432(Inputs)
       15    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 threading.py:588(__init__)
       57    0.000    0.000    0.000    0.000 element.py:2508(__eq__)
        3    0.000    0.000    0.000    0.000 formatter.py:221(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:504(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1487(IPv4Network)
        6    0.000    0.000    0.000    0.000 inspect.py:2133(_signature_is_functionlike)
        5    0.000    0.000    0.000    0.000 request.py:397(add_header)
        1    0.000    0.000    0.000    0.000 request.py:2145(FancyURLopener)
       31    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 _tempfile.py:25(TemporaryFile)
        4    0.000    0.000    0.000    0.000 _deprecation.py:22(_deprecated_alias)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        7    0.000    0.000    0.000    0.000 _models.py:195(raw)
        4    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        1    0.000    0.000    0.000    0.000 mock.py:85(AsyncMockStream)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 lowlevel.py:101(RunVar)
        1    0.000    0.000    0.000    0.000 traceback.py:679(TracebackException)
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 _urls.py:420(QueryParams)
        1    0.000    0.000    0.000    0.000 element.py:1461(NavigableString)
        2    0.000    0.000    0.000    0.000 _auth.py:62(sync_auth_flow)
        1    0.000    0.000    0.000    0.000 __init__.py:73(import_module)
       27    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 _synchronization.py:267(__enter__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:874(DefaultCookiePolicy)
        1    0.000    0.000    0.000    0.000 cookiejar.py:743(Cookie)
        1    0.000    0.000    0.000    0.000 __init__.py:1482(Logger)
        1    0.000    0.000    0.000    0.000 __init__.py:595(__init__)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:204(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 connection.py:38(HTTPConnection)
        1    0.000    0.000    0.000    0.000 _models.py:1228(__bool__)
        1    0.000    0.000    0.000    0.000 header.py:536(_Accumulator)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 unix_events.py:1349(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 _synchronization.py:514(CapacityLimiter)
       79    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
       19    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        3    0.000    0.000    0.000    0.000 copy.py:61(copy)
        1    0.000    0.000    0.000    0.000 _client.py:1275(__enter__)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 _decoders.py:101(flush)
        1    0.000    0.000    0.000    0.000 traceback.py:248(FrameSummary)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
       57    0.000    0.000    0.000    0.000 _policybase.py:313(header_store_parse)
       14    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 tls.py:51(TLSAttribute)
        1    0.000    0.000    0.000    0.000 formatter.py:10(Formatter)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 _config.py:86(__init__)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        2    0.000    0.000    0.000    0.000 _synchronization.py:240(__init__)
       14    0.000    0.000    0.000    0.000 typing_extensions.py:760(__hash__)
        1    0.000    0.000    0.000    0.000 __meta__.py:40(Version)
        1    0.000    0.000    0.000    0.000 _exceptions.py:74(HTTPError)
        3    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:249(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
       24    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 connection.py:38(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 _client.py:234(_enforce_trailing_slash)
       11    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       26    0.000    0.000    0.000    0.000 dataclasses.py:372(__init__)
        1    0.000    0.000    0.000    0.000 base.py:65(AsyncBaseTransport)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 parse.py:711(parse_qs)
       18    0.000    0.000    0.000    0.000 inspect.py:295(isclass)
        1    0.000    0.000    0.000    0.000 _synchronization.py:371(Semaphore)
        1    0.000    0.000    0.000    0.000 default.py:265(AsyncResponseStream)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        2    0.000    0.000    0.000    0.000 utils.py:355(unquote)
       26    0.000    0.000    0.000    0.000 dataclasses.py:433(<genexpr>)
        3    0.000    0.000    0.000    0.000 _synchronization.py:243(__enter__)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:663(_ProtocolMeta)
        1    0.000    0.000    0.000    0.000 _models.py:56(_is_known_encoding)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 message.py:93(_unquotevalue)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:71(join)
        3    0.000    0.000    0.000    0.000 _synchronization.py:247(__exit__)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1651(_set_module)
       57    0.000    0.000    0.000    0.000 _policybase.py:209(header_max_count)
       27    0.000    0.000    0.000    0.000 typing.py:1599(<genexpr>)
        1    0.000    0.000    0.000    0.000 _auth.py:175(DigestAuth)
        8    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 base_events.py:208(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 locks.py:218(Condition)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        1    0.000    0.000    0.000    0.000 _decoders.py:56(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 ipaddress.py:563(_BaseAddress)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
       17    0.000    0.000    0.000    0.000 typing.py:1603(__eq__)
      2/1    0.000    0.000    0.000    0.000 {method 'send' of 'generator' objects}
        2    0.000    0.000    0.000    0.000 <frozen os>:1087(__subclasshook__)
        1    0.000    0.000    0.000    0.000 typing.py:1738(_no_init_or_replace_init)
        1    0.000    0.000    0.000    0.000 __meta__.py:143(_get_canonical)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _streams.py:214(ObjectStreamConnectable)
        1    0.000    0.000    0.000    0.000 tempfile.py:999(TemporaryDirectory)
       42    0.000    0.000    0.000    0.000 __init__.py:609(__missing__)
       31    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:39(__init__)
       14    0.000    0.000    0.000    0.000 _deprecation.py:66(_deprecated)
        6    0.000    0.000    0.000    0.000 request.py:383(get_full_url)
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        1    0.000    0.000    0.000    0.000 _utils.py:120(URLPattern)
        1    0.000    0.000    0.000    0.000 request.py:1379(HTTPSHandler)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1375(_gcd_import)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 memory.py:36(MemoryObjectItemReceiver)
        1    0.000    0.000    0.000    0.000 _sockets.py:105(SocketAttribute)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
       13    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _writers.py:22(write_headers)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 tls.py:79(TLSStream)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 _tempfile.py:120(NamedTemporaryFile)
       25    0.000    0.000    0.000    0.000 element.py:3206(__getitem__)
        1    0.000    0.000    0.000    0.000 _models.py:771(has_redirect_location)
        3    0.000    0.000    0.000    0.000 parse.py:688(unquote)
        2    0.000    0.000    0.000    0.000 inspect.py:405(_has_coroutine_mark)
        1    0.000    0.000    0.000    0.000 _writers.py:116(Http10Writer)
        1    0.000    0.000    0.000    0.000 memory.py:191(MemoryObjectSendStream)
       29    0.000    0.000    0.000    0.000 __init__.py:680(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:325(TextCalendar)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:433(_merge_queryparams)
       28    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:23(ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 css_types.py:284(SelectorContains)
        1    0.000    0.000    0.000    0.000 response.py:14(addbase)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 socket.py:522(type)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        1    0.000    0.000    0.000    0.000 readers.py:129(NamespaceReader)
        1    0.000    0.000    0.000    0.000 parser.py:97(reset)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        3    0.000    0.000    0.000    0.000 _urlparse.py:482(percent_encoded)
        1    0.000    0.000    0.000    0.000 __init__.py:98(register)
        1    0.000    0.000    0.000    0.000 _urlparse.py:167(authority)
        1    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        1    0.000    0.000    0.000    0.000 unix_events.py:919(PidfdChildWatcher)
        8    0.000    0.000    0.000    0.000 _trace.py:55(__exit__)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 random.py:876(SystemRandom)
        1    0.000    0.000    0.000    0.000 __init__.py:1867(__init__)
        1    0.000    0.000    0.000    0.000 {method 'flush' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 idna.py:154(Codec)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        5    0.000    0.000    0.000    0.000 typing_extensions.py:749(__eq__)
        1    0.000    0.000    0.000    0.000 abc.py:153(TraversableResources)
        2    0.000    0.000    0.000    0.000 _urls.py:282(raw_path)
        1    0.000    0.000    0.000    0.000 _models.py:1243(_CookieCompatRequest)
        1    0.000    0.000    0.000    0.000 __init__.py:779(_SharedFile)
        1    0.000    0.000    0.000    0.000 _state.py:250(__init__)
        4    0.000    0.000    0.000    0.000 element.py:664(_last_descendant)
        1    0.000    0.000    0.000    0.000 calendar.py:624(LocaleHTMLCalendar)
        3    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 _content.py:186(encode_request)
        1    0.000    0.000    0.000    0.000 message.py:977(MIMEPart)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2147(IPv6Interface)
        6    0.000    0.000    0.000    0.000 inspect.py:303(ismethoddescriptor)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 http11.py:264(can_handle_request)
       13    0.000    0.000    0.000    0.000 _util.py:127(bytesify)
        1    0.000    0.000    0.000    0.000 unix_events.py:1111(FastChildWatcher)
        4    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 css_types.py:34(Immutable)
        1    0.000    0.000    0.000    0.000 pathlib.py:150(_Selector)
        1    0.000    0.000    0.000    0.000 traceback.py:374(StackSummary)
       12    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
        1    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _decoders.py:317(flush)
        1    0.000    0.000    0.000    0.000 _urls.py:233(netloc)
        3    0.000    0.000    0.000    0.000 pathlib.py:1166(__new__)
        1    0.000    0.000    0.000    0.000 __init__.py:1202(FileHandler)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 default.py:74(_load_httpcore_exceptions)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 _synchronization.py:628(CapacityLimiterAdapter)
        1    0.000    0.000    0.000    0.000 _synchronization.py:256(ThreadLock)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 cookiejar.py:884(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
        1    0.000    0.000    0.000    0.000 mimetypes.py:64(MimeTypes)
       16    0.000    0.000    0.000    0.000 _typedattr.py:13(typed_attribute)
        1    0.000    0.000    0.000    0.000 element.py:1681(Doctype)
        1    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        1    0.000    0.000    0.000    0.000 __init__.py:1353(Manager)
       15    0.000    0.000    0.000    0.000 typing.py:774(<genexpr>)
        8    0.000    0.000    0.000    0.000 typing.py:1598(_value_and_type_iter)
        1    0.000    0.000    0.000    0.000 readers.py:56(MultiplexedPath)
        4    0.000    0.000    0.000    0.000 _synchronization.py:271(__exit__)
        2    0.000    0.000    0.000    0.000 sync.py:121(__init__)
        1    0.000    0.000    0.000    0.000 _tasks.py:42(TaskGroup)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:4210(Sentinel)
       39    0.000    0.000    0.000    0.000 inspect.py:2777(kind)
        2    0.000    0.000    0.000    0.000 <frozen posixpath>:138(splitroot)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
        2    0.000    0.000    0.000    0.000 _models.py:167(__eq__)
        1    0.000    0.000    0.000    0.000 connection.py:197(is_closed)
        1    0.000    0.000    0.000    0.000 _urls.py:319(is_relative_url)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1698(_tvar_prepare_subst)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        2    0.000    0.000    0.000    0.000 cookiejar.py:459(strip_quotes)
        4    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        2    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:48(__init__)
        1    0.000    0.000    0.000    0.000 _connection.py:353(trailing_data)
        1    0.000    0.000    0.000    0.000 _urlparse.py:158(ParseResult)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:3636(TypeAliasType)
       16    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       14    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:819(keys)
        1    0.000    0.000    0.000    0.000 __init__.py:839(ZipExtFile)
        1    0.000    0.000    0.000    0.000 tls.py:373(TLSConnectable)
        4    0.000    0.000    0.000    0.000 element.py:3197(__init__)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:61(BeautifulSoupHTMLParser)
       13    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        2    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 filter.py:44(ElementFilter)
        8    0.000    0.000    0.000    0.000 formatter.py:66(_default)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:664(SocketIO)
        2    0.000    0.000    0.000    0.000 pathlib.py:429(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 __init__.py:919(Handler)
        4    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {method 'removeprefix' of 'str' objects}
        6    0.000    0.000    0.000    0.000 _headers.py:119(__getitem__)
        1    0.000    0.000    0.000    0.000 _state.py:356(start_next_cycle)
        1    0.000    0.000    0.000    0.000 _synchronization.py:455(SemaphoreAdapter)
        2    0.000    0.000    0.000    0.000 connection.py:192(is_idle)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 element.py:3188(ResultSet)
        1    0.000    0.000    0.000    0.000 css.py:45(CSS)
        1    0.000    0.000    0.000    0.000 _auth.py:22(Auth)
        5    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 connection.py:167(can_handle_request)
        2    0.000    0.000    0.000    0.000 _urlparse.py:422(validate_path)
        1    0.000    0.000    0.000    0.000 _models.py:382(Request)
        7    0.000    0.000    0.000    0.000 typing.py:2534(final)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        2    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(AsyncConnectionPool)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 _readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 _headers.py:123(raw_items)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
       29    0.000    0.000    0.000    0.000 inspect.py:2765(name)
        1    0.000    0.000    0.000    0.000 threading.py:394(notify)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_resolve_filename)
        1    0.000    0.000    0.000    0.000 _writers.py:88(send_data)
        8    0.000    0.000    0.000    0.000 _trace.py:49(__enter__)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 _sockets.py:207(UNIXSocketStream)
        3    0.000    0.000    0.000    0.000 _models.py:85(enforce_stream)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:330(HTMLParserTreeBuilder)
        1    0.000    0.000    0.000    0.000 ssl.py:394(_ASN1Object)
        1    0.000    0.000    0.000    0.000 _models.py:610(http_version)
        1    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 _client.py:318(cookies)
        6    0.000    0.000    0.000    0.000 inspect.py:517(isbuiltin)
        1    0.000    0.000    0.000    0.000 inspect.py:1801(_shadowed_dict_from_mro_tuple)
        6    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
        4    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 connection_pool.py:43(ConnectionPool)
        1    0.000    0.000    0.000    0.000 _sockets.py:246(SocketListener)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:952(Reader)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1587(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 parse.py:361(_fix_result_transcoding)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        1    0.000    0.000    0.000    0.000 _contextmanagers.py:109(AsyncContextManagerMixin)
        1    0.000    0.000    0.000    0.000 _synchronization.py:114(EventAdapter)
        1    0.000    0.000    0.000    0.000 _models.py:182(URL)
        1    0.000    0.000    0.000    0.000 __init__.py:86(TreeBuilderRegistry)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:1646(_set_default)
        1    0.000    0.000    0.000    0.000 parser.py:114(close)
        1    0.000    0.000    0.000    0.000 element.py:3203(__len__)
        4    0.000    0.000    0.000    0.000 enum.py:1188(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 <frozen codecs>:1004(getincrementaldecoder)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        6    0.000    0.000    0.000    0.000 unix_events.py:856(__init_subclass__)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 _writers.py:94(send_eom)
        1    0.000    0.000    0.000    0.000 stapled.py:58(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 runners.py:20(Runner)
        1    0.000    0.000    0.000    0.000 _sockets.py:146(_SocketProvider)
        1    0.000    0.000    0.000    0.000 _sockets.py:890(TCPConnectable)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:2925(__init__)
        1    0.000    0.000    0.000    0.000 message.py:451(__contains__)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        4    0.000    0.000    0.000    0.000 inspect.py:299(ismethod)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 stapled.py:22(StapledByteStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:184(SocketStream)
        1    0.000    0.000    0.000    0.000 base_events.py:276(Server)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        2    0.000    0.000    0.000    0.000 typing_extensions.py:615(_caller)
        1    0.000    0.000    0.000    0.000 calendar.py:45(__getattr__)
        1    0.000    0.000    0.000    0.000 random.py:222(__init_subclass__)
        1    0.000    0.000    0.000    0.000 client.py:1452(HTTPSConnection)
        3    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        1    0.000    0.000    0.000    0.000 string.py:57(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:1358(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:473(__init__)
